"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Low & middle income","LMY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136221.281069575","144067.626246663","154693.584874668","157809.422451846","170482.584721222","199407.534096959","213249.625400518","234201.856679272","279909.32403663","340912.255735724","386329.600498001","425124.317525622","484804.104805779","549372.331679894","599119.428997794","647476.302178181","672398.950000001","719859.23","775824.09","824004.319999999","899311.34","969080.87","1088762.28","1231557.65","1358419.56","","",
"Lesotho","LSO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","9.75","2.25","8.39","8.17","12.25","12.58","6.43","5.38","7.03","11.92","9.75","10.92","11.45","12.18","12.64","21.26","14.94","11.63","16.34","20.34","21.01","20.78","34.71","35.94","","",
"Late-demographic dividend","LTE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103076.085267849","108553.080215795","118157.852833109","119413.073433215","132085.836660603","156908.600785124","166813.607026583","181980.403997438","223015.149115358","276349.608722989","311101.875241509","339803.157434897","390944.696691143","440206.425179941","476743.992666792","503608.138650546","519632.077716342","556579.222088154","599057.880313887","634304.441771323","685128.510392761","732238.775799162","814577.775399156","918960.316794085","998358.858283902","","",
"Lithuania","LTU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426.08","471.62","537.7","574.27","598.97","638.61","998.87","961.95","1263.89","1517.3","1762.55","1685.79","2487.45","2278.05","2334.4","2432.7","2253.21","2234.77","2451.02","2432.61","2280.75","2353.67","2299.87","2443.94","2738.88","","",
"Luxembourg","LUX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.91","50.48","56.21","53.72","65.28","67.06","83.08","87.93","152.56","162.21","193.21","217.9","311.95","381.33","444.03","569.2","574.18","741.34","844.09","789.25","842.39","790.95","881.62","908.61","946.94","","",
"Latvia","LVA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339.74","411.93","328.14","332.08","292.69","355.23","371.27","292.97","301.25","441.93","386.82","468.24","640.09","701.59","792.29","1242.74","1140.12","1177.49","1148.74","1370.7","1337.34","1518.82","1401.28","1525.75","1469.35","","",
"Macao SAR, China","MAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","505.62","607.37","678.9","812.79","870.34","968.97","950.81","925.29","969.02","908.68","967.37","1028.28","1204.67","1448.45","1569.6","1865.59","2073.1","2138.76","2411.19","2441.25","3623.58","4033.58","4698.58","5528.3","6452.54","","",
"Monaco","MCO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7","24.52","27.79","20.94","13.79","25.93","23.94","26.67","38.93","37.54","33.41","32.12","34.99","43.34","43.25","48.33","30.16","37.22","38.62","42.59","42.06","50.3","46.21","45.45","49.05","","",
"Moldova","MDA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.33","168.8","161.36","155.44","191.46","152.9","154.36","159.94","134.16","206.59","147.83","143.9","163.74","181.93","173.94","188.17","205.9","211.96","205.59","188.77","284","234.68","202.36","251.87","271.6","","",
"Madagascar","MDG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.93","34.39","37.06","58.99","60.66","61.8","41.2","65.45","49.41","57.11","61","108.79","82.64","84.76","79.98","91.29","92.11","112.7","110.63","105.88","100.33","131.96","124.28","114.54","163.25","","",
"Maldives","MDV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08","1","2.14","2","0.5","5.08","1","2.42","1.67","3.71","4.63","4.83","0.92","2.95","3.26","7.4","8.08","7.04","5.87","7.08","6.8","7.06","7.25","9.72","23.42","","",
"Middle East & North Africa","MEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16026.86","16981.93","17351.29","17579.3","19603.85","20695.63","22219.3","24694.42","27387.37","30255.72","35526.03","40023.83","46411.06","53063.2","59602.44","69497.15","73771.87","77581.62","83681.55","88425.42","98951.65","105987.51","115169.51","132211.13","151991.96","","",
"Mexico","MEX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3945.12","4350.81","4656.51","4873.62","5026.99","5434.53","5962.27","6729.9","7285.4","8316.07","9432.71","9634.49","10418.35","10662.07","11269.39","11856.04","12579.93","13215.34","14085.34","14542.51","15030.26","16016.63","16926.89","18495.83","20074.24","","",
"Marshall Islands","MHL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","2.46","0.7","1","2.13","2.08","1","3.83","0.83","4.83","3.78","1.54","0.56","1.72","3","1.48","1.49","1.33","1.19","3.59","1.39","0.72","2.51","3.02","1.58","","",
"Middle income","MIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135481.363636397","143295.998600233","153826.333220011","156947.785561861","169648.881053286","198502.573571663","212366.888053621","233190.755080152","278786.663251057","339699.880397087","384967.865380184","423505.463045533","483101.641660305","547494.337141979","596886.870353444","645045.552531467","669717.13","716974.64","772624.43","820577.18","895483.49","964609.45","1083500.11","1225412.2","1350248.65","","",
"North Macedonia","MKD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.17","118.79","93.16","93.02","124.53","141.39","127.16","132.85","134.89","176.01","193.89","259.41","292.41","323.4","354.53","460.6","475.94","460.99","473.21","505.97","472.58","478.99","447.14","422.87","427.34","","",
"Mali","MLI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.72","21.45","40.47","22.48","16.01","28.39","32.91","35.36","33.89","40.93","64.61","68.1","66.07","68.05","74.37","86.95","84.82","61.61","70.27","66.55","76.88","98.8","86.42","90.19","98.9","","",
"Malta","MLT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.61","50.58","53.68","57.01","45.34","55.48","56.47","80.7","60.88","78.9","91.3","104.77","176.68","163.7","193.13","194.95","247.62","286.27","280.63","311.19","345.77","396.2","430.22","416.42","526.85","","",
"Myanmar","MMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","12.44","11.41","12.98","14.82","11.31","11.62","11.68","16.84","50.8","29.36","35.23","60.76","87.8","50.98","95.42","38.85","34.57","46.86","69.16","86.59","143.63","220.55","281.53","418.5","","",
"Middle East & North Africa (excluding high income)","MNA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4909.26","5482.56","5908.97","6381.51","7448.04","8388.11","9527.24","11405.22","13478.21","15979.23","20226.31","24450.29","30139.86","36115.68","41846.61","49878.7","52499.62","54674.77","58921.61","62234.85","71406.68","77569.31","85049.43","97657.41","110672.9","","",
"Montenegro","MNE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","65.14","66.69","73.23","108.51","139.48","159.67","190.26","194.48","226.38","240.71","284.05","254.05","278.72","309.32","","",
"Mongolia","MNG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.58","17.64","22.14","21.37","26.82","26.94","27.45","38.34","35.14","39.99","53.23","112.66","95.32","98.08","89.87","101.33","127.24","162.96","115.13","99.09","115.86","146.13","146.69","186.61","209.71","","",
"Northern Mariana Islands","MNP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.02","20.66","26.12","21.68","22.54","32.12","23.8","26.25","32.25","38.87","45.06","41.63","48.7","57.37","45.82","74.34","63.02","69.25","86.2","105.22","109.2","130.18","146.92","147.89","173.37","","",
"Mauritania","MRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98","6.79","4.95","6.81","6.33","7.27","6.9","4.95","6.39","10.96","7.28","9.21","3.94","7.3","5.23","13.44","12.99","14.67","12.19","13.8","14.1","11.15","16.72","20.55","20.9","","",
"Mauritius","MUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","17.17","22.47","47.21","53.71","45.79","63.47","46.9","57.18","72.47","59.03","52.09","69.14","78.6","85.8","62.84","112.62","120.92","121.76","120.65","154.48","162.8","132.35","225.48","198.76","","",
"Malawi","MWI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.08","55.62","49.86","53.95","65.37","75.35","78.31","75.29","81.78","85.61","87.43","127.64","112.38","105.74","126.67","140.81","154.5","135.58","169.54","176.65","193.61","230.66","238.94","246.25","292.24","","",
"Malaysia","MYS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800.64","887.13","921.2","993.41","1327.34","1170.75","1484.43","1759.8","2065.65","2502.17","3216.27","3764.02","5842.35","7840.99","10847.21","13559.29","14283.43","15166.24","16338.89","17971.81","18605.51","19654.17","19611.66","21280.39","21884.84","","",
"North America","NAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","348285.092453269","345475.068248842","335779.444053135","329494.72401647","340787.430461177","340449.628647052","357469.773151772","368914.427401304","397029.302123195","432968.178553862","439914.309621683","443944.997194473","448581.445615031","455258.727486319","466042.260757772","480727.087924353","484577.132441393","486287.055339026","488416.314970805","488838.212173488","488971.056482578","490835.777706653","497182.509090732","500854.811082787","521772.618818263","","",
"Namibia","NAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","30.79","46","29.23","20.76","45.23","36.39","45.11","32.31","52.28","35.45","40.1","32.9","30.89","36.81","49.14","64.47","84.99","91.97","100.97","100.94","117.04","158.35","150.83","198.74","","",
"New Caledonia","NCL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.32","37.3","35.46","27.63","24.98","25.78","20.16","23.92","22.46","21.18","29.42","29.41","28.05","53.24","66.79","31.39","30.93","31.32","47.31","52.53","50.63","57.09","64.14","63.16","63.65","","",
"Nigeria","NGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","908.53","924.25","884.83","962.82","1036.35","1058.73","1208.14","1293.45","1432.85","1735.85","1941.49","2116.06","2278.81","2839.74","3149.77","3393.05","3102.85","3141.03","3532.77","3467.53","3852.5","4335.11","5345.23","6476.73","7899.95","","",
"Nicaragua","NIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.86","19.79","13.59","8.78","14.14","10.86","7.63","13.66","17.2","21.36","33.28","22.34","27.14","27.96","30.29","30.27","31.51","28.3","32.81","25.92","37.54","40.21","33.4","34.48","37.67","","",
"Netherlands","NLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18565.62","18654.85","18778.35","17751.63","18865.25","18769.03","19627.11","20111.59","21555.51","24179.86","24828.84","25555.34","26521.22","28385.45","29127.43","29981.55","30713.33","31251.17","31512.23","31178.38","30962.18","31126.28","31333.4","31458.37","33376.81","","",
"Norway","NOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4790.04","5158.2","5207.28","4792.49","5063.27","5159.27","5168.99","5297.91","5774.19","6751.28","7173.66","7691.47","7904.71","8733.72","8949.95","9597.54","10156.04","10212.45","10449.72","10363.98","11133.87","11672.12","12044.24","12407.49","13262.07","","",
"Nepal","NPL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.62","65.65","85.87","85.08","100.36","114.36","121.98","232.79","225.6","297.24","362.99","389.93","353.36","383.9","381.26","392.74","398.46","457.37","500.32","532.27","607.67","677.47","827.87","1003.82","1464.1","","",
"Nauru","NRU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.25","0.14","0","0","0.33","0","0","0.23","0.5","0.27","0","0","0.67","0","0.74","0.5","0.34","0.37","0.33","0.47","0","0","0.33","0.9","","",
"New Zealand","NZL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3749.47","4027.97","4110.31","4361.2","4324.72","4412.78","4373.95","4478.24","4910.44","5408.19","5718.15","6077.84","6377.96","6604.65","6881.36","7606.65","7688.62","7730.93","7879.36","7761.63","8063.58","8038.37","8193.22","8454.51","8983.48","","",
"OECD members","OED","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","836075.28","856824.37","851735.8","849274.340000001","884778.95","894938.55","930636.92","966327.83","1032548.14","1130327.5","1174780.41","1202669.08","1233256.12","1268110.3","1301359.87","1349316.14","1381221.32","1401538.62","1420693.53","1428198.23","1437665.17","1441179.79","1458489.47","1485023.4","1556361.6","","",
"Oman","OMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.37","123.5","157.74","148.2","208.8","236.03","247.47","301.33","307.75","319.95","349.79","412.66","440.25","484.39","523.19","587.1","593.29","654.62","670.43","742.38","768.34","751.89","818.1","949.02","1083.3","","",
"Other small states","OSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1167.66095777906","1193.50295361788","1337.7056369432","1364.15081262966","1355.47925502085","1463.33104563678","1615.16363878308","1713.43537180916","1957.23837212845","2271.79417365674","2622.30447170684","2826.63324106961","3219.80151072218","3504.96201438178","4081.3307468558","4187.15243392447","4708.39","5201.55","5733.5","5712.44","6407.57","6685.23","7112.77","7716.19","9004.87","","",
"Pakistan","PAK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727.91","801.83","954.57","989.48","1036.55","1233.34","1350.92","1457.76","1718.19","2345.55","2787.39","3310.28","4055.52","4815.9","5449.63","6065.69","6441.91","7094.02","7257.34","8115.73","9250.87","10985.15","12061.58","14627.74","17038.18","","",
"Panama","PAN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.89","46.94","49.16","50.56","42.75","59.24","50.59","64.62","65.36","79.85","84.53","100.07","118.15","116.8","120.33","130.28","155.23","155.73","164.86","163.95","151.05","175.02","171.52","255.68","258.87","","",
"Peru","PER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.87","117.75","93.7","160.92","172.38","196.66","191.96","265.05","263.63","299.49","439.65","400.36","401.19","488.18","550.49","591.16","636","661.46","737.52","884.93","1050.04","1334","1648.11","2192.52","2701.5","","",
"Philippines","PHL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.21","298.25","302.08","281.43","345.72","304.03","407.82","374.02","385.09","451.82","443.74","487.38","543.8","593.86","672.48","872","814.38","910.28","1004.35","1340.01","1644.81","1938.59","2105.76","3457.15","3071.81","","",
"Palau","PLW","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29","0.92","1.5","0","2.33","3.09","1.83","1.83","2.88","10.48","4.79","7.97","3.71","2.73","5.17","1.85","2.25","4.2","4.71","5.61","3.3","5.96","6.51","6.1","5.69","","",
"Papua New Guinea","PNG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.16","73.82","73.97","69.88","64.24","76.27","51.99","54.18","42.64","37.11","48.87","60.65","60","41.18","50.73","41.1","62.17","53.22","63.6","57.02","58.44","61.03","62.96","76.17","59.61","","",
"Poland","POL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11065.53","11075.57","11369.23","11933.1","12984.35","14359.62","15613.41","16722.41","18877.97","20341.91","22113.06","21937.95","23784.03","23693.13","24675.84","25560.97","27660.19","29438.53","30848.34","32470.81","33912.65","33576.35","34972.82","34816.33","36766.63","","",
"Pre-demographic dividend","PRE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2459.58413364555","2598.28229860365","2576.01552010653","2639.88938705692","2633.67734038881","2802.36367911392","3069.15245082938","3322.27337119575","3549.45257868993","4127.23786611373","4632.43731353304","5170.05276668833","5480.32596726993","6361.80707308008","7162.84165064751","7884.89","7873.29","8184.51","9038.24","9330.12","10505.45","12234.15","15223.57","20314.56","25908.42","","",
"Puerto Rico","PRI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416.61","451.09","429.68","397.75","384.14","412.04","431.7","541.02","512.99","566.63","699.01","677.15","695.15","655.49","712.87","630.25","628.19","577.45","609.13","586.23","596.93","566.52","549.24","561.8","584.6","","",
"Korea, Dem. People's Rep.","PRK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","1.38","1.2","0.56","1.6","0.17","1.33","1.33","1.89","4.31","2.18","6.4","9.96","6.74","8.31","7.52","17.88","9.23","17.23","38.91","42.31","56.77","89.9","146.09","176.64","","",
"Portugal","PRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2210.65","2619.11","2840.16","3129.07","3328.54","3822.28","4058.67","4641.14","5231.43","5912.99","7157.81","7580.42","8628.54","9439.35","10470.81","11783.01","12791.52","13616.2","14118.17","14418.37","14061.16","14028.18","14475.86","15928.35","17098.9","","",
"Paraguay","PRY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","14.84","17.24","15.93","13.35","17.91","12.65","15.83","25.27","22.23","26.82","27.93","30.99","29.67","34.25","48.65","55.51","57.56","62.16","91.14","96.88","132.44","99.85","163.71","153.54","","",
"West Bank and Gaza","PSE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.81","46.25","45.6","67.99","67.68","58.81","91.18","87.74","101.39","103.5","114.94","144.89","149.73","175.41","190.03","205.86","205.63","216.64","235.31","219.64","240.93","295.53","370.05","439.55","533.63","","",
"Pacific island small states","PSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.443867903907","45.2697962708688","46.4832134905003","55.1813229162354","55.5688624451048","61.851903425923","59.0199526161894","70.2114026679886","89.0115619210646","105.47834729518","127.703456389079","119.847549938284","90.5953463494759","91.4907181462812","115.928905526688","97.914098028169","89.79","111.73","155.93","155.31","213.53","191.892373509809","211.826249882662","204.039109640477","255.509155736525","","",
"Post-demographic dividend","PST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","819991.931447551","840833.134301395","835281.37616696","831000.613586062","865082.855171831","872891.77489903","903514.614068841","935387.679343907","996576.901448022","1090585.83046534","1128210.91486937","1153758.93777942","1180131.89658387","1212343.90072153","1241809.53311435","1287156.63191107","1314647.6357006","1331119.00681257","1344319.26032756","1347457.35071627","1351192.62821418","1357123.64533801","1372260.84631855","1393126.89973018","1454673.54369281","","",
"French Polynesia","PYF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.52","44.04","54.33","44.13","44.06","75.39","89.35","105.16","134.67","159.81","187.7","217.88","292.95","320.47","396.47","449.72","596.55","784.06","1075.86","1137.33","1395.84","1367.22","1508.57","1785.11","2346.63","","",
"Romania","ROU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1763.94","2040.62","2138.49","2070.08","2269.76","2281.16","2320.07","2500.86","2674.9","3291.96","3603.66","4915.44","6901.54","8704.87","9888.59","9617.03","9857.45","9697.94","9634.52","10259.22","9386.93","9607.92","9093.22","10157.95","9710.46","","",
"Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34671.81","33775.49","34621.11","32578.24","32706.64","36554.8","36335.6","34728.3","34981.2","34438.71","29943.51","30758.3","32400.51","33282.58","33855.3","36008.12","35792.09","38294.9","43836.32","51084.54","60205.09","67396.98","76145.53","87168.13","89967.04","","",
"Rwanda","RWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.88","8.4","9.42","2.4","3.19","4.14","3.73","7.16","8.63","6.78","19.01","20.51","29.22","33.95","44.95","47.07","54.42","88.02","95.71","102.74","126.28","125.95","172.24","189.37","263.99","","",
"South Asia","SAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20236.8171048069","20831.2630996673","21354.57","22531.24","23205.02","24537.69","26465.35","29353.83","31533.36","36468.83","42431.75","47590.4","54129.17","60441.97","68345.56","80265.69","87165.51","92901.56","102067.07","109381.03","120843.89","128490.29","144948.16","151991.13","174644.51","","",
"Saudi Arabia","SAU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1660.42","1697.16","1709.29","1554.64","1595.72","1584.38","1640.28","1740.42","1742.43","1744.68","1886.82","2004.81","2200.13","2831.08","3574.13","4794.82","5758.2","7075.23","8006.17","8730.33","9265.82","9740.96","10585.4","12743.6","17321.16","","",
"Sudan","SDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.87","71.1","88.03","61.99","69.06","63.18","71.94","86.49","100.9","104.82","100.71","134.57","146.7","189.14","235.62","276.12","246.97","323.49","222.8","250.01","366.88","317.03","387.92","381.11","378.39","","",
"Senegal","SEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.33","154.89","171.65","183.89","145.79","149.31","164.22","205.41","170.41","206.56","170.43","209.64","209.1","178.93","189.6","261.11","258.27","276.36","289.48","323.15","323.93","332.99","373.64","363.09","395.73","","",
"Singapore","SGP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2440.02","3168.89","3211.31","4040.11","4812.54","4917.06","5494.59","6134.13","7460.22","8026.66","8337.4","8128.59","8657.21","8950.62","9878.21","10144.48","10726.75","10946.21","11163.71","11366.41","11796.3","11951.76","11768.55","11678.08","12221.19","","",
"Solomon Islands","SLB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83","8.89","8.03","9.71","5.31","2.44","1.04","3.86","2.64","3.06","6.59","4.57","2.86","3.78","9.27","7.3","4.37","4.01","8.02","13.51","14.96","10.75","14.31","13.18","15.8","","",
"Sierra Leone","SLE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.91","16.51","12.89","4.12","4.51","4.83","2.46","2.81","5.42","4.01","5.46","4.72","7.71","8.96","12.08","10.62","14.65","15.58","21.18","33.1","46.29","42.24","40.55","48.72","65.14","","",
"El Salvador","SLV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23","4.04","2.14","4.79","2.95","8.39","13.78","6.68","18.14","14.77","19.24","14.88","20.19","15.24","20.07","17.51","19.87","15.39","18.89","24.12","29.68","26.67","40.45","23.9","16.97","","",
"San Marino","SMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03","0.46","2.84","0.08","1.5","1.09","0","0.17","1.58","1.33","0.67","2.42","3.76","1.21","1.3","2.33","3.66","6.53","4.9","7.25","6.96","14.31","11.95","12.12","11.28","","",
"Somalia","SOM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32","1.9","0.48","0.83","0.3","0","1.71","1.83","1.14","0","1.03","0","1.58","2.75","2.74","2.89","1.43","6.31","3.82","4.45","3.34","10.32","7.74","15.96","32.73","","",
