,Year,"EA, at least completed lower secondary","COD, by injury","Population, total","Hospital beds (per 1,000 people)",Country Name,Gini index,Poverty headcount ratio at $3.65,Poverty headcount ratio at $6.85,Poverty gap at $2.15,Poverty gap at $3.65,Poverty headcount ratio at $2.15,Poverty gap at $6.85,GDP per capita
15649,2018,99.2685623168945,6.186008198194481,5446771.0,5.7,Slovak Republic,25.0,1.3,3.4,0.1,0.3,0.2,1.3,19486.393684550167
15650,2018,97.91751861572266,7.089452370547745,2073894.0,4.43,Slovenia,24.6,0.0,0.1,0.0,0.0,0.0,0.0,26123.74712779057
15651,2018,90.9111785888672,5.09838660246941,10175214.0,2.14,Sweden,30.0,0.9,1.4,0.6,0.7,0.7,0.9,54589.06038606058
15672,2018,60.533644676208496,5.1799525259012995,82809304.0,2.85,Turkiye,41.9,1.4,10.9,0.0,0.3,0.0,2.6,9400.836337037224
15679,2018,96.0293731689453,6.4294630186527,326838199.0,2.813333333333334,United States,41.4,1.2,1.7,0.9,1.0,1.0,1.2,62823.30943819697
15711,2019,88.4269638061523,6.12096377150522,11488980.0,5.58,Belgium,27.2,0.1,0.2,0.1,0.1,0.1,0.1,46641.711657809654
15722,2019,64.6958389282227,8.7017791007376,11777315.0,1.28,Bolivia,41.6,5.7,15.5,0.6,1.9,1.9,5.8,3472.3808313644236
15723,2019,59.11318333943684,11.5536597805284,211782878.0,2.0999999999999996,Brazil,53.5,10.8,26.2,2.1,4.5,5.4,11.0,8845.323931241694
15742,2019,54.3698705037435,10.8785114228484,5084532.0,1.1,Costa Rica,48.2,3.5,13.7,0.4,1.1,1.1,4.3,12669.341161739583
15747,2019,81.66757202148439,5.3466254345444,1228836.0,3.415,Cyprus,31.2,0.2,0.3,0.2,0.2,0.2,0.2,21113.63456185724
15748,2019,99.8096313476563,4.77548092277927,10671870.0,6.636666666666667,Czechia,25.3,0.0,0.3,0.0,0.0,0.0,0.1,23664.84786311087
15749,2019,96.17529805501304,4.64167927814672,83092962.0,8.030000000000001,Germany,31.7,0.2,0.2,0.0,0.0,0.0,0.1,46793.6867615995
15752,2019,93.80379486083984,3.51602038320691,5814422.0,2.6,Denmark,27.7,0.3,0.4,0.2,0.2,0.3,0.3,59592.98068864541
15753,2019,67.1670379638672,15.48988619393,10881882.0,1.5,Dominican Republic,41.9,3.5,20.2,0.2,0.9,0.8,5.6,8173.344645739138
15761,2019,72.9591369628906,4.76370850328626,105618671.0,1.43,"Egypt, Arab Rep.",31.9,17.6,68.8,0.3,3.4,1.5,23.2,3017.258335789408
15764,2019,78.09643809000653,3.62210162451938,47134837.0,2.97,Spain,34.3,1.1,2.8,0.6,0.7,0.8,1.2,29581.51855132924
15765,2019,97.8234634399414,4.22251355239039,1326898.0,4.673333333333333,Estonia,30.8,0.9,1.4,0.3,0.5,0.6,0.8,23424.484707351356
15771,2019,85.5956573486328,6.35586909299778,67388001.0,5.983333333333333,France,31.2,0.1,0.4,0.0,0.0,0.1,0.1,40494.89829362693
15775,2019,99.77520751953124,3.68614740758269,66836327.0,2.46,United Kingdom,32.8,0.5,0.7,0.2,0.4,0.5,0.5,42747.080460495985
15783,2019,69.23242568969725,3.9092271407784,10721582.0,4.203333333333333,Greece,33.1,1.3,3.9,0.4,0.7,0.7,1.5,19144.28438755568
15795,2019,97.6789627075195,4.13719063874997,9771141.0,7.010000000000001,Hungary,30.0,0.9,2.5,0.1,0.3,0.3,0.9,16786.21363990746
15800,2019,49.82155990600583,4.74791485029487,269582878.0,1.015,Indonesia,37.6,24.7,61.9,0.6,6.0,4.4,24.5,4151.227554541353
15805,2019,86.1611022949219,3.9095342520665,4934340.0,2.966666666666667,Ireland,30.8,0.1,0.2,0.0,0.1,0.1,0.1,80927.07467106523
15806,2019,69.8314590454102,10.6036644428042,86564202.0,1.63,"Iran, Islamic Rep.",40.9,6.0,27.0,0.2,1.4,1.0,8.1,3276.753265080997
15810,2019,82.1943817138672,3.85670624309975,59729081.0,3.1633333333333336,Italy,34.6,1.3,2.6,0.8,0.9,1.0,1.4,33673.75096274141
15839,2019,99.238639831543,4.9656268353408,1913822.0,5.593333333333334,Latvia,34.5,0.8,2.6,0.2,0.3,0.2,0.9,17945.22221649814
15870,2019,90.43338012695308,5.76499055099377,17344874.0,3.286666666666666,Netherlands,29.2,0.1,0.4,0.0,0.1,0.1,0.1,52476.27325333179
15871,2019,99.188232421875,5.59829045075369,5347896.0,3.6033333333333335,Norway,27.7,0.3,0.5,0.1,0.2,0.2,0.2,76430.58894733386
15879,2019,69.4722290039063,8.77274038420363,4232532.0,2.25,Panama,49.8,3.7,12.1,0.4,1.1,1.0,4.3,16472.831754840576
15884,2019,86.91825485229495,4.24088228218582,37965475.0,6.6000000000000005,Poland,28.8,0.2,0.8,0.0,0.1,0.1,0.2,15700.013579673796
15888,2019,57.9531211853027,4.79371579293751,10286263.0,3.41,Portugal,32.8,0.2,1.5,0.1,0.1,0.1,0.4,23330.817288931557
15889,2019,52.6143417358398,11.1075949803312,6530026.0,0.83,Paraguay,45.7,5.1,19.7,0.2,1.3,1.0,6.2,5807.838814141874
15915,2019,99.0162200927734,6.28671780232579,5454147.0,5.766666666666667,Slovak Republic,23.2,0.5,2.0,0.0,0.1,0.1,0.6,19381.59211048492
15916,2019,98.171012878418,7.35694422198643,2088385.0,4.473333333333334,Slovenia,24.4,0.0,0.1,0.0,0.0,0.0,0.0,26016.07868391355
15917,2019,92.0146331787109,5.03745873904773,10278887.0,2.23,Sweden,29.3,0.4,0.9,0.2,0.3,0.3,0.4,51939.429744529145
15938,2019,66.0219192504883,4.66807225367062,83481684.0,2.8033333333333332,Turkiye,41.9,2.2,12.6,0.0,0.5,0.4,3.5,9103.012396974636
15945,2019,96.02512868245442,6.55296093578568,328329953.0,2.8200000000000003,United States,41.5,1.2,1.7,0.8,0.9,1.0,1.1,65120.394662865256
15977,2020,87.46556854248044,6.12096377150522,11538604.0,5.62,Belgium,26.0,0.1,0.3,0.0,0.1,0.1,0.1,45517.903818201834
15988,2020,64.6958389282227,8.7017791007376,11936162.0,1.29,Bolivia,43.6,6.4,17.3,0.8,2.5,3.1,6.6,3068.812555164558
15989,2020,59.568220138549805,11.5536597805284,213196304.0,2.09,Brazil,48.9,5.3,18.7,0.7,1.8,1.9,6.3,6923.700197150651
16008,2020,55.4441909790039,10.8785114228484,5123105.0,1.1166666666666667,Costa Rica,49.2,6.0,19.9,0.9,2.2,2.3,7.0,12179.256674237697
16013,2020,82.9165267944336,5.3466254345444,1237537.0,3.4,Cyprus,31.7,0.1,0.2,0.0,0.0,0.0,0.1,20208.09572501501
16014,2020,99.818775177002,4.77548092277927,10697858.0,6.625,Czechia,26.2,0.0,0.4,0.0,0.0,0.0,0.1,22992.879383334777
16018,2020,95.152702331543,3.51602038320691,5831404.0,2.546666666666667,Denmark,27.5,0.2,0.4,0.1,0.2,0.2,0.2,60915.424399546144
16030,2020,80.7694320678711,3.62210162451938,47365655.0,2.97,Spain,34.9,1.4,3.1,0.5,0.8,0.9,1.4,26959.675436732163
16031,2020,97.8234634399414,4.22251355239039,1329522.0,4.630000000000001,Estonia,30.7,0.5,1.3,0.2,0.3,0.3,0.6,23595.243683643672
16037,2020,84.9052276611328,6.35586909299778,67571107.0,5.945,France,30.7,0.2,0.4,0.1,0.1,0.1,0.2,39055.28292807472
16041,2020,99.8025970458984,3.68614740758269,67081234.0,2.5,United Kingdom,32.6,0.5,0.7,0.3,0.4,0.5,0.6,40318.41692250548
16049,2020,73.6619491577148,3.9092271407784,10698599.0,4.205,Greece,33.6,1.6,3.9,0.5,0.8,0.8,1.6,17658.947301118867
16061,2020,98.1814270019531,4.13719063874997,9750149.0,7.015,Hungary,29.7,0.8,2.5,0.3,0.4,0.4,0.9,16125.609408540731
16066,2020,54.5782318115234,4.74791485029487,271857970.0,1.04,Indonesia,37.6,23.5,60.7,0.5,5.6,3.8,23.7,3895.618152050941
16071,2020,86.1611022949219,3.9095342520665,4985382.0,2.97,Ireland,29.2,0.2,0.2,0.1,0.1,0.1,0.2,85420.19085560826
16076,2020,82.1943817138672,3.85670624309975,59438851.0,3.16,Italy,35.2,1.2,2.2,0.7,0.8,0.8,1.2,31918.693493377257
16114,2020,65.845817565918,10.4962551679616,125998302.0,0.985,Mexico,45.4,9.9,32.5,1.0,3.1,3.1,11.4,8654.997325169588
16136,2020,91.2177810668945,5.76499055099377,17441500.0,3.2249999999999996,Netherlands,26.0,0.1,0.2,0.0,0.0,0.0,0.1,52162.57011503976
16154,2020,60.7458801269531,4.79371579293751,10297081.0,3.42,Portugal,34.7,1.0,2.6,0.2,0.4,0.5,1.0,22242.40641797156
16182,2020,97.97189712524414,7.35694422198643,2102419.0,4.465,Slovenia,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25545.241002713206
16183,2020,91.54083251953124,5.03745873904773,10353442.0,2.175,Sweden,28.9,0.5,0.9,0.3,0.4,0.4,0.5,52837.90397781491
16211,2020,96.4607696533203,6.55296093578568,331511512.0,2.87,United States,39.7,0.5,1.2,0.2,0.3,0.2,0.6,63528.63430275085
16274,2021,55.001325607299805,10.8785114228484,5153957.0,1.105,Costa Rica,48.7,3.7,14.3,0.4,1.2,1.2,4.5,12537.256746175315
