,Country Name,Year,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),"Inflation, consumer prices (annual %)",Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Gini index,GDP (current US$),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $3.65 a day (2017 PPP) (%),"Cause of death, by injury (% of total)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Population, total",Population ages 65 and above (% of total population),"Cause of death, by non-communicable diseases (% of total)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Poverty gap at $6.85 a day (2017 PPP) (%),"Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Physicians (per 1,000 people)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)"
15618,Poland,2018,86.91825485229495,0.543279990553856,0.4,1.81295156542681,1.4,30.2,588779850763.487,0.1,0.2,4.24088228218582,20.580934524536097,0.2,26.6367597579956,37974750.0,17.2577379051075,89.906897649352,3.85,0.5,6.54,77.6024390243903,2.3967,99.24257278442386
15622,Portugal,2018,54.3030204772949,0.588530004024506,0.7,0.99371568346825,2.1,33.5,242313116577.963,0.2,0.3,4.79371579293751,13.6415901184082,0.3,18.6854991912842,10283822.0,21.7183171547454,86.6892779439777,6.99,0.8,3.45,81.3243902439024,5.3117,91.5428009033203
15623,Paraguay,2018,50.1185607910156,0.0557999983429909,5.8,3.97561015740689,19.6,46.0,40225448651.3062,0.3,1.6,11.1075949803312,6.9596700668335,1.4,15.2228899002075,6443328.0,5.92137324066073,74.9383368877686,6.22,6.6,0.83,73.568,1.3544,75.6155395507813
15649,Slovak Republic,2018,99.2685623168945,0.836290001869202,1.3,2.51403712883808,3.4,25.0,106137924015.591,0.1,0.3,6.28671780232579,19.3569297790527,0.2,22.1553707122803,5446771.0,15.7882261985621,88.6085086359974,6.54,1.3,5.7,77.2658536585366,3.517,99.7428665161133
15650,Slovenia,2018,97.85475413004558,2.8800265789032,0.0,1.73860861988181,0.1,24.6,54177882425.8421,0.0,0.0,7.35694422198643,15.4043804804484,0.0,27.882256825764966,2073894.0,19.2242217667874,89.9880996804389,5.11,0.0,4.43,81.3780487804878,3.1721,99.7966715494792
15651,Sweden,2018,91.20843760172527,1.2526100079218532,0.9,1.95353530127029,1.4,30.0,555455371487.089,0.6,0.7,5.03745873904773,11.428753217061368,0.7,33.02490997314457,10175214.0,19.8816350396337,89.0470759204382,6.36,0.9,2.14,82.5585365853659,4.4055,100.0
15672,Turkiye,2018,61.92655944824221,0.4015633265177407,1.4,16.3324638988929,10.9,41.9,778476714087.962,0.0,0.3,4.66807225367062,2.208813349405927,0.0,19.336426417032868,82809304.0,7.61392036567582,90.1666080124334,10.89,2.6,2.85,77.563,1.8597,89.8281021118164
15679,United States,2018,96.0293731689453,2.03264999389648,1.2,2.44258329692818,1.7,41.4,20533057312000.0,0.9,1.0,6.55296093578568,13.0503797531128,1.0,45.167911529541,326838199.0,15.3976975750778,88.1449804799197,3.9,1.2,2.8200000000000003,78.6390243902439,2.61,99.0315322875977
15711,Belgium,2019,88.4269638061523,0.603200018405914,0.1,1.43681956996435,0.2,27.2,535865692402.342,0.1,0.1,6.12096377150522,15.6211595535278,0.1,35.7981986999512,11488980.0,19.0117768297794,85.9811278647269,5.36,0.1,5.58,81.9951219512195,3.1495,96.7423629760742
15722,Bolivia,2019,64.6958389282227,0.18690000474453,5.7,1.83954504969032,15.5,41.6,40895322850.9407,0.6,1.9,8.7017791007376,1.3395299911499,1.9,31.0992298126221,11777315.0,4.9861197134542,72.6759001252702,3.68,5.8,1.29,67.841,1.0299,74.3151702880859
15723,Brazil,2019,59.568220138549805,0.2374900057911875,10.8,3.73297621216894,26.2,53.5,1873288159000.64,2.1,4.5,11.5536597805284,0.8822650015354154,5.4,16.13898515701295,211782878.0,8.99540920394896,74.7376983511031,12.05,11.0,2.09,75.338,2.3106,79.95408248901364
15742,Costa Rica,2019,55.001325607299805,0.2682649940252305,3.5,2.09604635327805,13.7,48.2,64417670555.7821,0.4,1.1,10.8785114228484,2.840265035629275,1.1,22.261630058288603,5084532.0,9.88549289152796,81.9929907443709,10.81,4.3,1.1,79.427,3.0492333333333335,82.52743148803711
15747,Cyprus,2019,82.34487915039065,0.9025950133800495,0.2,0.250370996758456,0.3,31.2,25945194240.4544,0.2,0.2,5.3466254345444,12.816969871521,0.2,38.21125411987305,1228836.0,13.8533482688706,89.8616486277654,7.07,0.2,3.4,81.397,3.1437,95.78139877319336
15748,Czechia,2019,99.8096313476563,0.681429982185364,0.0,2.84787595918047,0.3,25.3,252548179964.897,0.0,0.0,4.77548092277927,16.0015602111816,0.0,21.0129203796387,10671870.0,19.8202815617653,89.3967236941536,2.01,0.1,6.625,79.2292682926829,4.0601,99.8614807128906
15749,Germany,2019,96.0061264038086,1.381479978561405,0.2,1.44565976888251,0.2,31.7,3888226035921.49,0.0,0.0,4.64167927814672,11.839294910430901,0.0,27.3209447860718,83092962.0,21.7302903981942,90.5983327596301,3.14,0.1,8.0,81.2926829268293,4.3716,100.0
15764,Spain,2019,79.24589538574219,0.7710349857807159,1.1,0.699518994458693,2.8,34.3,1394320055129.38,0.6,0.7,3.62210162451938,13.5585150718689,0.8,32.274359703064,47134837.0,19.4846195014225,90.7674536252155,14.1,1.2,2.97,83.8317073170732,4.4411,92.566764831543
15765,Estonia,2019,97.8234634399414,0.931609988212585,0.9,2.27725931243518,1.4,30.8,31081901909.2151,0.3,0.5,4.22251355239039,21.2413291931152,0.6,39.52421696980793,1326898.0,19.9022108250816,92.1948909762529,4.51,0.8,4.630000000000001,78.6463414634147,3.4724,99.776496887207
15771,France,2019,85.5956573486328,0.846279978752136,0.1,1.10825492288292,0.4,31.2,2728870246705.83,0.0,0.0,6.35586909299778,10.5139303207397,0.1,32.1738395690918,67388001.0,20.676325207027,87.2761033734964,8.41,0.1,5.945,82.8268292682927,3.2735,97.6722869873047
15775,United Kingdom,2019,99.77520751953125,1.0402249693870549,0.5,1.73810460086511,0.7,32.8,2857057847953.02,0.2,0.4,3.68614740758269,12.7830400466919,0.5,45.6689739227295,66836327.0,18.530703049907,88.1570765293416,3.74,0.5,2.46,81.4048780487805,2.9093,100.0
15783,Greece,2019,73.6619491577148,0.716400027275085,1.3,0.25300752203812,3.9,33.1,205257014892.498,0.4,0.7,3.9092271407784,6.85041999816895,0.7,26.8089694976807,10721582.0,21.8804827755261,83.2361672454401,17.31,1.5,4.205,81.6390243902439,6.3072,96.4685211181641
15795,Hungary,2019,98.1814270019531,0.68953001499176,0.9,3.3385863538201,2.5,30.0,164020460331.659,0.1,0.3,4.13719063874997,11.7679395675659,0.3,24.9986801147461,9771141.0,19.6125829690153,93.8859147873012,3.42,0.9,7.015,76.3195121951219,3.5248,99.6724624633789
15800,Indonesia,2019,52.74618530273435,0.04726999998092655,24.7,3.03058664969491,61.9,37.6,1119099871386.16,0.6,6.0,4.74791485029487,0.6163350045681,4.4,10.51111030578613,269582878.0,6.59381824686952,76.3264256879934,3.59,24.5,1.04,70.518,0.4651,80.18078994750974
15810,Italy,2019,82.1943817138672,0.401259988546371,1.3,0.611246943765291,2.6,34.6,2011302198827.41,0.8,0.9,3.85670624309975,12.964750289917,1.0,16.5650005340576,59729081.0,23.0628761765936,90.6385058588077,9.95,1.4,3.16,83.4975609756098,3.9958,96.7274398803711
15870,Netherlands,2019,90.79304885864255,0.6667700111866,0.1,2.63369910249593,0.4,29.2,910194347568.61,0.0,0.1,5.76499055099377,12.43266010284425,0.1,34.87741088867185,17344874.0,19.3190662940831,88.234188813408,3.38,0.1,3.2249999999999996,82.1121951219512,3.7689,98.53871917724605
15871,Norway,2019,99.188232421875,1.08565998077393,0.3,2.16773003305405,0.5,27.7,408742840909.091,0.1,0.2,5.59829045075369,11.5490198135376,0.2,39.2325706481934,5347896.0,17.3963827799917,86.7221299287588,3.69,0.2,3.565,82.9585365853659,4.94,99.7143783569336
15884,Poland,2019,88.5085830688477,0.648769974708557,0.2,2.227478809383,0.8,28.8,596058473058.766,0.0,0.1,4.24088228218582,21.8941097259521,0.1,28.240119934082,37965475.0,17.8328107053429,89.906897649352,3.28,0.2,6.58,77.9048780487805,2.3788,99.2841186523438
15888,Portugal,2019,57.9531211853027,0.719460010528564,0.2,0.338178410046125,1.5,32.8,239986922638.897,0.1,0.1,4.79371579293751,15.1050901412964,0.1,20.7785091400146,10286263.0,22.0214767399134,86.6892779439777,6.46,0.4,3.42,81.6756097560976,5.4837,92.8314971923828
15915,Slovak Republic,2019,99.0162200927734,0.839690029621124,0.5,2.66456133425443,2.0,23.2,105710052464.625,0.0,0.1,6.28671780232579,20.3189792633057,0.1,23.034309387207,5454147.0,16.3162889691899,88.6085086359974,5.75,0.6,5.76,77.6658536585366,3.565,99.7565383911133
15916,Slovenia,2019,98.171012878418,3.58211994171143,0.0,1.63052260754338,0.1,24.4,54331588482.3048,0.0,0.0,7.35694422198643,16.236400604248,0.0,28.5179100036621,2088385.0,19.6906954725528,89.9880996804389,4.45,0.0,4.465,81.5292682926829,3.277,99.8007278442383
15917,Sweden,2019,92.0146331787109,1.29111003875732,0.4,1.78415097403832,0.9,29.3,533879529188.454,0.2,0.3,5.03745873904773,11.849889755249,0.3,34.0250396728516,10278887.0,19.9695673559639,89.0470759204382,6.83,0.4,2.175,83.109756097561,4.36965,100.0
15938,Turkiye,2019,66.0219192504883,0.422910004854202,2.2,15.1768215720023,12.6,41.9,759934804372.319,0.0,0.5,4.66807225367062,2.5780200958252,0.4,20.7643604278564,83481684.0,7.95083026834964,90.1666080124334,13.67,3.5,2.83,77.832,1.9275,91.03515625
15945,United States,2019,96.2450714111328,2.060600042343135,1.2,1.81221007526015,1.7,41.5,21380976119000.0,0.8,0.9,6.55296093578568,13.594490051269549,1.0,46.6285400390625,328329953.0,15.7918008297391,88.1449804799197,3.67,1.1,2.87,78.7878048780488,2.61,99.04365539550784
15977,Belgium,2020,88.4269638061523,0.603200018405914,0.1,0.740791812220385,0.3,26.0,525213067068.319,0.0,0.1,6.12096377150522,15.6211595535278,0.1,35.7981986999512,11538604.0,19.2076193876575,85.9811278647269,5.55,0.1,5.6,80.6951219512195,3.13205,96.7423629760742
16008,Costa Rica,2020,55.4441909790039,0.221780002117157,6.0,0.724911478131358,19.9,49.2,62395610764.0705,0.9,2.2,10.8785114228484,2.85759997367859,2.3,22.2933502197266,5123105.0,10.218324629302,81.9929907443709,16.43,7.0,1.105,79.277,3.3005,83.0834732055664
16014,Czechia,2020,99.8096313476563,0.681429982185364,0.0,3.16129528497808,0.4,26.2,245974558654.043,0.0,0.0,4.77548092277927,16.0015602111816,0.0,21.0129203796387,10697858.0,20.1648929510514,89.3967236941536,2.55,0.1,6.62,78.2268292682927,4.1533,99.8614807128906
16030,Spain,2020,80.7694320678711,0.881889998912811,1.4,-0.322753017299705,3.1,34.9,1276962685648.23,0.5,0.8,3.62210162451938,14.1927499771118,0.9,33.442310333252,47365655.0,19.6725085886783,90.7674536252155,15.53,1.4,2.97,82.3317073170732,4.2355,93.2168121337891
16031,Estonia,2020,97.8234634399414,0.931609988212585,0.5,-0.444531097679859,1.3,30.7,31370395572.7653,0.2,0.3,4.22251355239039,21.2413291931152,0.3,39.4988899230957,1329522.0,20.1811810049916,92.1948909762529,6.96,0.6,4.57,78.5951219512195,3.4767,99.776496887207
16037,France,2020,85.5956573486328,0.846279978752136,0.2,0.476498852725083,0.4,30.7,2639008701648.21,0.1,0.1,6.35586909299778,10.5139303207397,0.1,32.1738395690918,67571107.0,21.0095477123755,87.2761033734964,8.01,0.2,5.91,82.1756097560976,3.2567500000000003,97.6722869873047
16041,United Kingdom,2020,99.8025970458984,1.07942998409271,0.5,0.98948670377243,0.7,32.6,2704609160088.15,0.3,0.4,3.68614740758269,13.5756597518921,0.5,47.2437782287598,67081234.0,18.7225119004065,88.1570765293416,4.472,0.6,2.48,80.3512195121951,3.0037,100.0
16049,Greece,2020,73.6619491577148,0.716400027275085,1.6,-1.24798355581408,3.9,33.6,188925995936.803,0.5,0.8,3.9092271407784,6.85041999816895,0.8,26.8089694976807,10698599.0,22.1814168484866,83.2361672454401,16.31,1.6,4.2,81.2878048780488,6.2667,96.4685211181641
16061,Hungary,2020,98.1814270019531,0.68953001499176,0.8,3.3267438576673,2.5,29.7,157227094449.074,0.3,0.4,4.13719063874997,11.7679395675659,0.4,24.9986801147461,9750149.0,20.0974558160559,93.8859147873012,4.25,0.9,7.01,75.5682926829269,3.46615,99.6724624633789
16076,Italy,2020,82.1943817138672,0.401259988546371,1.2,-0.13770757391657,2.2,35.2,1897210466667.52,0.7,0.8,3.85670624309975,12.964750289917,0.8,16.5650005340576,59438851.0,23.3720710799476,90.6385058588077,9.16,1.2,3.14,82.1951219512195,3.9477,96.7274398803711
16114,Mexico,2020,65.845817565918,0.313980013132095,9.9,3.39683415569999,32.5,45.4,1090514966785.91,1.0,3.1,10.4962551679616,2.45360994338989,3.1,18.7714595794678,125998302.0,8.02123669897249,80.4103092072542,4.45,11.4,0.98,70.133,2.4250499999999997,83.4685516357422
16136,Netherlands,2020,91.2177810668945,0.706110000610352,0.1,1.2724603778917,0.2,26.0,909793466661.466,0.0,0.0,5.76499055099377,13.1361503601074,0.0,36.7151412963867,17441500.0,19.6470630241117,88.234188813408,3.82,0.1,3.17,81.3585365853659,4.0794,98.5624618530273
16154,Portugal,2020,60.7458801269531,0.762510001659393,1.0,-0.0124383299576167,2.6,34.7,229031860520.773,0.2,0.4,4.79371579293751,16.1905002593994,0.5,22.547779083252,10297081.0,22.2967255949746,86.6892779439777,6.8,1.0,3.45,80.9756097560976,5.3977,93.9047470092773
16182,Slovenia,2020,98.171012878418,3.58211994171143,0.0,-0.0548568157606067,0.0,24.0,53706800043.6833,0.0,0.0,7.35694422198643,16.236400604248,0.0,28.5179100036621,2102419.0,20.1009991778588,89.9880996804389,4.97,0.0,4.43,80.5317073170732,3.22455,99.8007278442383
16183,Sweden,2020,92.0146331787109,1.29111003875732,0.5,0.497367318853562,0.9,28.9,547054174235.876,0.3,0.4,5.03745873904773,11.849889755249,0.4,34.0250396728516,10353442.0,20.0325934028449,89.0470759204382,8.29,0.5,2.14,82.3560975609756,4.4055,100.0
16274,Costa Rica,2021,55.4441909790039,0.221780002117157,3.7,1.72647755109235,14.3,48.7,64616482167.7475,0.4,1.2,10.8785114228484,2.85759997367859,1.2,22.2933502197266,5153957.0,10.5302876993347,81.9929907443709,15.14,4.5,1.1,77.023,3.3005,83.0834732055664
